,,,,,,,,,,Score,,Offense,,,,,Defense,,,,,Expected Points,,
Week,Day,Date,,,,OT,Rec,,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,8-Sep,1:00PM ET,boxscore,L,,0-1,@,Minnesota Vikings,12,28,27,345,272,73,3,18,269,97,172,,-1.83,-11.05,-4.34
2,Sun,15-Sep,8:20PM ET,boxscore,W,,1-Jan,,Philadelphia Eagles,24,20,19,367,310,57,3,18,286,237,49,3,3.96,5.22,-4.03
3,Sun,22-Sep,1:00PM ET,boxscore,L,,2-Jan,@,Indianapolis Colts,24,27,25,397,304,93,1,29,379,300,79,,20.23,-23.26,-2.98
4,Sun,29-Sep,1:00PM ET,boxscore,L,,3-Jan,,Tennessee Titans,10,24,24,422,364,58,1,22,365,227,138,,1.83,-10.78,-3.8
5,Sun,6-Oct,1:00PM ET,boxscore,L,,4-Jan,@,Houston Texans,32,53,22,373,316,57,1,31,592,426,166,1,6.4,-40.69,9.43
6,Sun,13-Oct,4:05PM ET,boxscore,L,,5-Jan,@,Arizona Cardinals,33,34,31,444,341,103,,24,442,340,102,,24.99,-23.23,-0.25
7,Sun,20-Oct,1:00PM ET,boxscore,L,,6-Jan,,Los Angeles Rams,10,37,14,224,186,38,3,23,381,291,90,,-10.97,-8.61,-7.98
8,Sun,27-Oct,1:00PM ET,boxscore,L,,7-Jan,,Seattle Seahawks,20,27,30,510,441,69,3,18,322,171,151,,12.89,-7.62,-15.43
9,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
10,Sun,10-Nov,1:00PM ET,boxscore,W,,7-Feb,@,New Orleans Saints,26,9,24,317,174,143,1,18,310,258,52,,5.44,10.99,-0.17
11,Sun,17-Nov,1:00PM ET,boxscore,W,,7-Mar,@,Carolina Panthers,29,3,20,349,295,54,,17,347,270,77,4,6.14,19.3,-1.12
12,Sun,24-Nov,1:00PM ET,boxscore,L,,8-Mar,,Tampa Bay Buccaneers,22,35,22,337,280,57,2,20,446,313,133,2,-5.6,-11.9,3.77
13,Thu,28-Nov,8:20PM ET,boxscore,L,,9-Mar,,New Orleans Saints,18,26,27,348,259,89,3,14,279,184,95,,-5.43,-1.68,-4.87
14,Sun,8-Dec,1:00PM ET,boxscore,W,,9-Apr,,Carolina Panthers,40,20,22,461,302,159,,27,345,245,100,4,19.83,-2.41,5.06
15,Sun,15-Dec,4:25PM ET,boxscore,W,,9-May,@,San Francisco 49ers,29,22,20,290,201,89,1,20,313,193,120,2,7.04,-2.84,2.73
16,Sun,22-Dec,1:00PM ET,boxscore,W,,9-Jun,,Jacksonville Jaguars,24,12,28,518,383,135,2,17,288,173,115,1,18.86,4.26,-7.84
17,Sun,29-Dec,1:00PM ET,boxscore,W,OT,9-Jul,@,Tampa Bay Buccaneers,28,22,28,373,286,87,1,14,329,193,136,3,-8.27,5.96,9.46
