,,,,,,,,,,Score,,Offense,,,,,Defense,,,,,Expected Points,,
Week,Day,Date,,,,OT,Rec,,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Mon,10-Sep,7:10PM ET,boxscore,L,,0-1,,New York Jets,17,48,20,339,300,39,5,18,349,180,169,2,-16.54,-4.69,-10.55
2,Sun,16-Sep,4:05PM ET,boxscore,L,,0-2,@,San Francisco 49ers,27,30,25,427,329,98,1,23,346,156,190,,8.22,-10.3,-4.49
3,Sun,23-Sep,8:20PM ET,boxscore,W,,2-Jan,,New England Patriots,26,10,25,414,255,159,1,12,209,120,89,1,13.69,5.39,-2.81
4,Sun,30-Sep,1:00PM ET,boxscore,L,,3-Jan,@,Dallas Cowboys,24,26,18,382,286,96,,26,414,231,183,,17.1,-18.17,-0.37
5,Sun,7-Oct,1:00PM ET,boxscore,W,,3-Feb,,Green Bay Packers,31,23,18,264,170,94,,30,521,423,98,3,4.76,-20.46,25.94
6,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
7,Sun,21-Oct,1:00PM ET,boxscore,W,,3-Mar,@,Miami Dolphins,32,21,24,457,209,248,,19,322,215,107,,22.39,-15.19,4.4
8,Sun,28-Oct,1:00PM ET,boxscore,L,,4-Mar,,Seattle Seahawks,14,28,21,331,297,34,3,20,413,237,176,,11.09,-14.29,-8.88
9,Sun,4-Nov,1:00PM ET,boxscore,L,,5-Mar,@,Minnesota Vikings,9,24,18,209,143,66,1,17,283,155,128,2,-16.2,-1.94,2.99
10,Sun,11-Nov,1:00PM ET,boxscore,L,,6-Mar,@,Chicago Bears,22,34,24,305,229,76,3,20,402,348,54,,-0.42,-21.9,15.4
11,Sun,18-Nov,1:00PM ET,boxscore,W,,6-Apr,,Carolina Panthers,20,19,20,309,215,94,,20,387,331,56,1,3.68,-11.72,12.13
12,Thu,22-Nov,12:30PM ET,boxscore,L,,7-Apr,,Chicago Bears,16,23,17,333,222,111,2,19,264,226,38,1,-2.71,-1.31,-0.91
13,Sun,2-Dec,1:00PM ET,boxscore,L,,8-Apr,,Los Angeles Rams,16,30,23,310,208,102,2,24,344,195,149,2,-5.26,-6.09,-1.34
14,Sun,9-Dec,4:25PM ET,boxscore,W,,8-May,@,Arizona Cardinals,17,3,16,218,96,122,1,22,279,218,61,1,-6.04,13.32,3.13
15,Sun,16-Dec,1:00PM ET,boxscore,L,,9-May,@,Buffalo Bills,13,14,14,313,208,105,,20,312,195,117,,4.83,-6.53,0.58
16,Sun,23-Dec,1:00PM ET,boxscore,L,,10-May,,Minnesota Vikings,9,27,17,223,137,86,,16,340,240,100,,-15.37,-1.34,-0.27
17,Sun,30-Dec,1:00PM ET,boxscore,W,,10-Jun,@,Green Bay Packers,31,0,25,402,272,130,,9,175,129,46,1,15.11,17.16,-1.18
